highalch,members,name,examine,id,value,icon,lowalch,limit
6.0,True,Nardah teleport,Teleports you to Nardah.,12402,10,Nardah teleport.png,4.0,10000.0
6.0,True,Nasturtium seed,A nasturtium seed - plant in a flower patch.,5098,11,Nasturtium seed 5.png,4.0,200.0
2.0,True,Nasturtiums,A bunch of nasturtiums.,6012,4,Nasturtiums.png,1.0,600.0
30.0,True,Nature impling jar,Nature impling in a jar.,11250,50,Nature impling jar.png,20.0,18000.0
1.0,True,Nature offerings,A sacrifice to nature in the hope of an increase of yield in logs.,28152,1,Nature offerings.png,1.0,
108.0,False,Nature rune,Used for alchemy spells.,561,180,Nature rune.png,72.0,18000.0
2.0,True,Nature talisman,A mysterious power emanates from the talisman...,1462,4,Nature talisman.png,1.0,11000.0
60.0,True,Nature tiara,A tiara infused with the properties of nature.,5541,100,Nature tiara.png,40.0,40.0
120.0,True,Navy cavalier,All for one and one for all!,12325,200,Navy cavalier.png,80.0,4.0
3.0,False,Necklace mould,Used to make necklaces.,1597,5,Necklace mould.png,2.0,40.0
121200.0,True,Necklace of anguish,A deep sense of anguish burns within this powerful necklace.,19547,202000,Necklace of anguish.png,80800.0,8.0
855.0,True,Necklace of faith,Can grant me prayer in an emergency.,21157,1425,Necklace of faith.png,570.0,10000.0
765.0,True,Necklace of passage(5),This necklace can really take you places.,21146,1275,Necklace of passage.png,510.0,10000.0
1.0,False,Needle,Used with a thread to make clothes.,1733,1,Needle.png,1.0,40.0
300.0,True,Neitiznot shield,A wooden shield with a rope rim.,10826,500,Neitiznot shield.png,200.0,70.0
6000.0,True,Nice hedge (bagged),You can plant this in your garden.,8439,10000,Nice hedge (bagged).png,4000.0,10000.0
1.0,True,Nightmare staff,An ancient staff corrupted by darkness.,24422,1,Nightmare staff.png,1.0,8.0
300.0,True,Nihil dust,Dust from a crushed magical shard.,26368,500,Nihil dust.png,200.0,
90000.0,True,Nihil horn,The horn of a proud nihil.,26372,150000,Nihil horn.png,60000.0,
300.0,True,Nihil shard,An ancient magical shard.,26231,500,Nihil shard.png,200.0,30000.0
30.0,True,Ninja impling jar,Ninja impling in a jar.,11254,50,Ninja impling jar.png,20.0,18000.0
2.0,True,Noose wand,A noose on a stick.,10150,4,Noose wand.png,1.0,40.0
120.0,True,Nose peg,Protects me from any bad smells.,4168,200,Nose peg.png,80.0,70.0
6.0,True,Numulite,A form of currency on Fossil Island.,21555,10,Numulite 5.png,4.0,30000.0
3600.0,True,Nunchaku,"A pair of Nunchaku, smells of pizza.",19918,6000,Nunchaku.png,2400.0,8.0
6.0,True,Oak armchair (flatpack),How does it all fit in there?,8504,10,Oak armchair (flatpack).png,4.0,500.0
6.0,True,Oak armour case (flatpack),How does it all fit in there?,9859,10,Oak armour case (flatpack).png,4.0,500.0
6.0,True,Oak bed (flatpack),How does it all fit in there?,8578,10,Oak bed (flatpack).png,4.0,500.0
6.0,True,Oak bench (flatpack),How does it all fit in there?,8564,10,Oak bench (flatpack).png,4.0,500.0
3.0,True,Oak bird house,Feed and catch the birds by placing this in the right spot.,21515,5,Oak bird house.png,2.0,250.0
240.0,True,Oak blackjack(d),A defensive blackjack.,6410,400,Oak blackjack(d).png,160.0,125.0
240.0,True,Oak blackjack(o),An offensive blackjack.,6408,400,Oak blackjack(o).png,160.0,125.0
6.0,True,Oak bookcase (flatpack),How does it all fit in there?,8512,10,Oak bookcase (flatpack).png,4.0,500.0
6.0,True,Oak cape rack (flatpack),How does it all fit in there?,9843,10,Oak cape rack (flatpack).png,4.0,500.0
6.0,True,Oak chair (flatpack),How does it all fit in there?,8502,10,Oak chair (flatpack).png,4.0,500.0
6.0,True,Oak clock (flatpack),How does it all fit in there?,8590,10,Oak clock (flatpack).png,4.0,500.0
6.0,True,Oak dining table (flatpack),How does it all fit in there?,8550,10,Oak dining table (flatpack).png,4.0,500.0
6.0,True,Oak drawers (flatpack),How does it all fit in there?,8612,10,Oak drawers (flatpack).png,4.0,500.0
6.0,True,Oak dresser (flatpack),How does it all fit in there?,8600,10,Oak dresser (flatpack).png,4.0,500.0
6.0,True,Oak fancy dress box (flatpack),Oak fancy dress box.,9865,10,Oak fancy dress box (flatpack).png,4.0,500.0
6.0,True,Oak kitchen table (flatpack),How does it all fit in there?,8530,10,Oak kitchen table (flatpack).png,4.0,500.0
1.0,True,Oak leaves,A pile of Oak tree leaves.,6022,1,Oak leaves.png,1.0,
12.0,False,Oak logs,Logs cut from an oak tree.,1521,20,Oak logs.png,8.0,15000.0
96.0,False,Oak longbow,A nice sturdy bow made out of oak.,845,160,Oak longbow.png,64.0,18000.0
48.0,True,Oak longbow (u),An unstrung oak longbow; I need a bowstring for this.,56,80,Oak longbow (u).png,32.0,10000.0
6.0,True,Oak magic wardrobe (flatpack),How does it all fit in there?,9852,10,Oak magic wardrobe (flatpack).png,4.0,500.0
150.0,True,Oak plank,A plank of sturdy oak.,8778,250,Oak plank.png,100.0,13000.0
24.0,True,Oak pyre logs,Oak logs prepared with sacred oil for a funeral pyre.,3440,40,Oak pyre logs.png,16.0,11000.0
1.0,True,Oak roots,The roots of the Oak tree.,6043,1,Oak roots.png,1.0,11000.0
1.0,True,Oak sapling,This sapling is ready to be replanted in a tree patch.,5370,1,Oak sapling.png,1.0,200.0
6.0,True,Oak shaving stand (flatpack),How does it all fit in there?,8598,10,Oak shaving stand (flatpack).png,4.0,500.0
48.0,True,Oak shield,A solid oaken shield.,22251,80,Oak shield.png,32.0,125.0
60.0,False,Oak shortbow,"A shortbow made out of oak, still effective.",843,100,Oak shortbow.png,40.0,18000.0
30.0,True,Oak shortbow (u),An unstrung oak shortbow; I need a bowstring for this.,54,50,Oak shortbow (u).png,20.0,10000.0
16.0,True,Oak stock,An oak crossbow stock.,9442,27,Oak stock.png,10.0,10000.0
6.0,True,Oak toy box (flatpack),How does it all fit in there?,9849,10,Oak toy box (flatpack).png,4.0,500.0
6.0,True,Oak treasure chest (flatpack),How does it all fit in there?,9862,10,Oak treasure chest (flatpack).png,4.0,500.0
6.0,True,Oak wardrobe (flatpack),How does it all fit in there?,8614,10,Oak wardrobe (flatpack).png,4.0,500.0
75600.0,True,Obsidian armour set,"A set containing an Obsidian helmet, platebody and platelegs.",21279,126000,Obsidian armour set.png,50400.0,5.0
36000.0,True,Obsidian cape,A cape of woven obsidian plates.,6568,60000,Obsidian cape.png,24000.0,70.0
36000.0,True,Obsidian cape (r),A cape of woven obsidian plates.,20050,60000,Obsidian cape (r).png,24000.0,70.0
33792.0,True,Obsidian helmet,Provides excellent protection.,21298,56320,Obsidian helmet.png,22528.0,70.0
50400.0,True,Obsidian platebody,Provides excellent protection.,21301,84000,Obsidian platebody.png,33600.0,70.0
40200.0,True,Obsidian platelegs,Provides excellent protection.,21304,67000,Obsidian platelegs.png,26800.0,70.0
27000.0,True,Occult necklace,A smokey evil embodies this amulet.,12002,45000,Occult necklace.png,18000.0,8.0
3000.0,True,Occult ornament kit,Use on an occult necklace to make it look fancier!,20065,5000,Occult ornament kit.png,2000.0,4.0
180.0,True,Ochre snelm (pointed),A muddy yellow coloured pointed snail shell helmet.,3341,300,Ochre snelm (pointed).png,120.0,150.0
180.0,True,Ochre snelm (round),A muddy yellow snail shell helmet.,3331,300,Ochre snelm (round).png,120.0,150.0
18600.0,True,Odium shard 1,A broken shield piece.,11928,31000,Odium shard 1.png,12400.0,10000.0
18600.0,True,Odium shard 2,A broken shield piece.,11929,31000,Odium shard 2.png,12400.0,10000.0
18600.0,True,Odium shard 3,A broken shield piece.,11930,31000,Odium shard 3.png,12400.0,10000.0
27000.0,True,Odium ward,"An ancient, evil shield forged by Volcanic heat.",11926,45000,Odium ward.png,18000.0,8.0
15.0,True,Ogre arrow,A large ogre arrow with a bone tip.,2866,25,Ogre arrow 5.png,10.0,7000.0
1.0,True,Ogre arrow shaft,A wooden arrow shaft.,2864,1,Ogre arrow shaft 5.png,1.0,7000.0
60.0,True,Ogre coffin key,A key which opens coffins! (Opens the locked coffins in the cave at Jiggig).,4850,100,Ogre coffin key.png,40.0,3000.0
16.0,True,Oil lamp,Not the genie sort.,4522,28,Oil lamp.png,11.0,40.0
75.0,True,Oil lantern,An unlit oil lantern.,4537,125,Oil lantern.png,50.0,40.0
54.0,True,Oil lantern frame,Add the glass to complete.,4540,90,Oil lantern frame.png,36.0,10000.0
2400.0,True,Old demon mask,Lost in time.,20029,4000,Old demon mask.png,1600.0,4.0
,False,Old school bond,This bond can be redeemed for membership.,13190,2000000,Old school bond.png,,100.0
8.0,True,Olive oil(1),1 dose of olive oil.,3428,14,Olive oil(1).png,5.0,10000.0
10.0,True,Olive oil(2),2 doses of olive oil.,3426,17,Olive oil(2).png,6.0,10000.0
12.0,True,Olive oil(3),3 doses of olive oil.,3424,20,Olive oil(3).png,8.0,10000.0
13.0,True,Olive oil(4),4 doses of olive oil.,3422,22,Olive oil(4).png,8.0,10000.0
1.0,False,Onion,A strong smelling onion.,1957,3,Onion.png,1.0,13000.0
3.0,True,Onion & tomato,A mixture of chopped onions and tomatoes in a bowl.,1875,5,Onion & tomato.png,2.0,11000.0
1.0,True,Onion seed,An onion seed - plant in an allotment.,5319,3,Onion seed 5.png,1.0,600.0
1.0,True,Onions(10),There are 10 onions in this sack.,5458,1,Onions(10).png,1.0,600.0
120000.0,True,Onyx,This looks valuable.,6573,200000,Onyx.png,80000.0,11000.0
120600.0,True,Onyx amulet,I wonder if I can get this enchanted.,6581,201000,Onyx amulet.png,80400.0,10000.0
120600.0,True,Onyx amulet (u),It needs a string so I can wear it.,6579,201000,Onyx amulet (u).png,80400.0,10000.0
600.0,True,Onyx bolt tips,Onyx bolt tips.,9194,1000,Onyx bolt tips 5.png,400.0,11000.0
8179.0,True,Onyx bolts,Onyx tipped Runite crossbow bolts.,9342,13633,Onyx bolts 5.png,5453.0,11000.0
9000.0,True,Onyx bolts (e),Enchanted Onyx tipped Runite Crossbow Bolts.,9245,15000,Onyx bolts (e) 5.png,6000.0,11000.0
120600.0,True,Onyx bracelet,"Yep, this is most definitely valuable!",11130,201000,Onyx bracelet.png,80400.0,10000.0
8340.0,True,Onyx dragon bolts,"Dragon crossbow bolts, tipped with onyx.",21973,13900,Onyx dragon bolts 5.png,5560.0,11000.0
9480.0,True,Onyx dragon bolts (e),"Enchanted Dragon crossbow bolts, tipped with onyx.",21950,15800,Onyx dragon bolts (e) 5.png,6320.0,11000.0
120600.0,True,Onyx necklace,I wonder if this is valuable.,6577,201000,Onyx necklace.png,80400.0,10000.0
120600.0,True,Onyx ring,A valuable ring.,6575,201000,Onyx ring.png,80400.0,10000.0
60.0,True,Opal,A semi precious stone.,1609,100,Opal.png,40.0,13000.0
540.0,True,Opal amulet,I wonder if I can get this enchanted.,21108,900,Opal amulet.png,360.0,10000.0
540.0,True,Opal amulet (u),It needs a string so I can wear it.,21099,900,Opal amulet (u).png,360.0,10000.0
4.0,True,Opal bolt tips,Opal bolt tips.,45,7,Opal bolt tips 5.png,2.0,11000.0
4.0,True,Opal bolts,Opal tipped Bronze crossbow bolts.,879,7,Opal bolts 5.png,2.0,11000.0
4.0,True,Opal bolts (e),Enchanted Opal tipped Bronze Crossbow Bolts.,9236,7,Opal bolts (e) 5.png,2.0,11000.0
690.0,True,Opal bracelet,I wonder if this is valuable.,21117,1150,Opal bracelet.png,460.0,10000.0
330.0,True,Opal dragon bolts,"Dragon crossbow bolts, tipped with opal.",21955,550,Opal dragon bolts 5.png,220.0,11000.0
348.0,True,Opal dragon bolts (e),"Enchanted Dragon crossbow bolts, tipped with opal.",21932,580,Opal dragon bolts (e) 5.png,232.0,11000.0
300.0,True,Opal machete,A jungle specific slashing device.,6313,500,Opal machete.png,200.0,15.0
630.0,True,Opal necklace,I wonder if this is valuable.,21090,1050,Opal necklace.png,420.0,10000.0
630.0,True,Opal ring,A valuable ring.,21081,1050,Opal ring.png,420.0,10000.0
6.0,True,Opulent table (flatpack),How does it all fit in there?,8560,10,Opulent table (flatpack).png,4.0,500.0
1.0,True,Orange,A fresh orange.,2108,2,Orange.png,1.0,13000.0
135.0,True,Orange boater,Stylish!,7321,225,Orange boater.png,90.0,4.0
19.0,False,Orange cape,A thick orange cape.,1031,32,Orange cape.png,12.0,150.0
1.0,True,Orange chunks,Fresh chunks of orange.,2110,2,Orange chunks.png,1.0,13000.0
3.0,False,Orange dye,A little bottle of orange dye.,1769,5,Orange dye.png,2.0,150.0
9.0,True,Orange feather,A fairly plain feather.,10091,15,Orange feather.png,6.0,8000.0
60.0,True,Orange flowers,A posy of flowers.,2470,100,Orange flowers.png,40.0,150.0
60.0,True,Orange salamander,Slightly slimy but kind of cute.,10146,100,Orange salamander.png,40.0,125.0
1.0,True,Orange sapling,This sapling is ready to be replanted in a fruit tree patch.,5498,1,Orange sapling.png,1.0,200.0
1.0,True,Orange slices,Fresh orange slices.,2112,2,Orange slices.png,1.0,13000.0
18.0,True,Orange tree seed,Plant in a plantpot of soil to grow a sapling.,5285,31,Orange tree seed 5.png,12.0,200.0
1.0,True,Oranges(5),A fruit basket filled with oranges.,5396,1,Oranges(5).png,1.0,600.0
1.0,True,Ornate maul handle,This handle can be applied to the granite maul.,24229,1,Ornate maul handle.png,1.0,50.0
1.0,False,Osman's report,Osman's trade report for Ali Morrisane.,26602,1,Osman's report.png,1.0,0.0
1.0,True,Osmumten's fang,A deadly sword created long ago.,26219,1,Osmumten's fang.png,1.0,8.0
1.0,True,Ourania teleport (tablet),A teleport to the Ourania cave.,24951,1,Ourania teleport (tablet).png,1.0,10000.0
1.0,True,Ourg bones,Ancient ogre bones from the ogre burial tomb.,4834,1,Ourg bones.png,1.0,7500.0
120.0,True,Oyster,Maybe there are pearls inside?,407,200,Oyster.png,80.0,11000.0
67.0,True,Oyster pearl,I could work wonders with a chisel on this pearl.,411,112,Oyster pearl.png,44.0,11000.0
840.0,True,Oyster pearls,I could work wonders with a chisel on these pearls.,413,1400,Oyster pearls.png,560.0,11000.0
1.0,True,Paddewwa teleport (tablet),A teleport to Paddewwa.,12781,1,Paddewwa teleport (tablet).png,1.0,10000.0
1.0,True,Palm sapling,This sapling is ready to be replanted in a fruit tree patch.,5502,1,Palm sapling.png,1.0,200.0
152.0,True,Palm tree seed,Plant in a plantpot of soil to grow a sapling.,5289,254,Palm tree seed 5.png,101.0,200.0
1200.0,True,Pantaloons,"Alas, someone has slashed my pantaloons.",10396,2000,Pantaloons.png,800.0,4.0
38.0,True,Papaya fruit,Looks delicious.,5972,64,Papaya fruit.png,25.0,11000.0
1.0,True,Papaya sapling,This sapling is ready to be replanted in a fruit tree patch.,5501,1,Papaya sapling.png,1.0,200.0
69.0,True,Papaya tree seed,Plant in a plantpot of soil to grow a sapling.,5288,115,Papaya tree seed 5.png,46.0,200.0
6.0,True,Papyrus,Used for making notes.,970,10,Papyrus.png,4.0,13000.0
1080.0,True,Partyhat & specs,I have the sudden urge to rob the bank...,12399,1800,Partyhat & specs.png,720.0,4.0
6.0,False,Partyhat set,"A set containing red, yellow, blue, purple, green and white partyhats.",13173,10,Partyhat set.png,4.0,5.0
1.0,False,Pastry dough,Potentially pastry.,1953,1,Pastry dough.png,1.0,13000.0
2.0,True,Pat of butter,A pat of freshly churned butter.,6697,4,Pat of butter.png,1.0,11000.0
48.0,True,Peaceful blessing,"Life and death, old and new, day and night. Balance is the key to all.",20226,80,Peaceful blessing.png,32.0,5.0
7.0,True,Pearl bolt tips,Pearl bolt tips.,46,12,Pearl bolt tips 5.png,4.0,11000.0
7.0,True,Pearl bolts,Pearl tipped Iron crossbow bolts.,880,13,Pearl bolts 5.png,5.0,11000.0
9.0,True,Pearl bolts (e),Enchanted Pearl tipped Iron Crossbow Bolts.,9238,15,Pearl bolts (e) 5.png,6.0,11000.0
390.0,True,Pearl dragon bolts,"Dragon crossbow bolts, tipped with pearl.",21959,650,Pearl dragon bolts 5.png,260.0,11000.0
408.0,True,Pearl dragon bolts (e),"Enchanted Dragon crossbow bolts, tipped with pearl.",21936,680,Pearl dragon bolts (e) 5.png,272.0,11000.0
45000.0,True,Pegasian boots,A pair of upgraded ranger boots.,13237,75000,Pegasian boots.png,30000.0,15.0
27000.0,True,Pegasian crystal,A powerful crystal of flight.,13229,45000,Pegasian crystal.png,18000.0,15.0
720.0,True,Penguin mask,Thankfully this doesn't reset every week.,12428,1200,Penguin mask.png,480.0,4.0
6.0,True,Pest control teleport,Teleports you to Pest control.,12407,10,Pest control teleport.png,4.0,10000.0
2.0,True,Pestle and mortar,I can grind things for potions in this.,233,4,Pestle and mortar.png,1.0,40.0
1.0,True,Pharaoh's sceptre (uncharged),This sceptre has no remaining charges.,26945,1,Pharaoh's sceptre (uncharged).png,1.0,
2430.0,True,Phoenix necklace,"In case of emergency, wear necklace.",11090,4050,Phoenix necklace.png,1620.0,10000.0
1.0,True,Phrin remains,The remains of a deadly shade.,3398,1,Phrin remains.png,1.0,7500.0
1.0,False,Pie dish,Deceptively pie shaped.,2313,3,Pie dish.png,1.0,500.0
3.0,True,Pie recipe book,Lots of pie recipes for me to try.,7162,5,Pie recipe book.png,2.0,15.0
2.0,False,Pie shell,I need to find a filling for this pie.,2315,4,Pie shell.png,1.0,13000.0
12.0,False,Pike,Some nicely cooked pike.,351,20,Pike.png,8.0,6000.0
12.0,True,Pile of salt,A little heap of salt.,4689,20,Pile of salt.png,8.0,15.0
1.0,True,Pineapple,It can be cut up into something more manageable with a knife.,2114,2,Pineapple.png,1.0,13000.0
1.0,True,Pineapple chunks,Fresh chunks of pineapple.,2116,1,Pineapple chunks.png,1.0,13000.0
60.0,True,Pineapple pizza,A tropicana pizza.,2301,100,Pineapple pizza.png,40.0,10000.0
18.0,True,Pineapple punch,A fresh healthy fruit mix.,2048,30,Pineapple punch.png,12.0,2000.0
1.0,True,Pineapple ring,Exotic fruit.,2118,1,Pineapple ring.png,1.0,13000.0
1.0,True,Pineapple sapling,This sapling is ready to be replanted in a fruit tree patch.,5500,1,Pineapple sapling.png,1.0,200.0
44.0,True,Pineapple seed,Plant in a plantpot of soil to grow a sapling.,5287,74,Pineapple seed 5.png,29.0,200.0
135.0,True,Pink boater,Stylish!,12309,225,Pink boater.png,90.0,4.0
120.0,True,Pink boots,"They're soft, silky and pink.",626,200,Pink boots.png,80.0,150.0
1.0,True,Pink cape,It's a bit pink.,6959,1,Pink cape.png,1.0,150.0
1200.0,True,Pink elegant blouse,A well made elegant ladies' pink blouse.,12339,2000,Pink elegant blouse.png,800.0,4.0
1200.0,True,Pink elegant legs,A rather elegant pair of men's pink pantaloons.,12317,2000,Pink elegant legs.png,800.0,4.0
1200.0,True,Pink elegant shirt,A well made elegant men's pink shirt.,12315,2000,Pink elegant shirt.png,800.0,4.0
1200.0,True,Pink elegant skirt,A rather elegant pink skirt.,12341,2000,Pink elegant skirt.png,800.0,4.0
96.0,True,Pink hat,A silly pink pointed hat.,656,160,Pink hat.png,64.0,150.0
24.0,True,Pink headband,A minimalist's hat.,12305,40,Pink headband.png,16.0,4.0
108.0,True,Pink robe bottoms,Made by Tree Gnomes with a thing for pink.,646,180,Pink robe bottoms.png,72.0,150.0
108.0,True,Pink robe top,"The ultimate in gnome design, now in pink!",636,180,Pink robe top.png,72.0,150.0
1.0,False,Pink skirt,A ladies skirt.,1013,2,Pink skirt.png,1.0,150.0
60.0,True,Pirate bandana (blue),Essential pirate wear.,7130,100,Pirate bandana (blue).png,40.0,150.0
60.0,True,Pirate bandana (brown),Essential pirate wear.,7136,100,Pirate bandana (brown).png,40.0,150.0
60.0,True,Pirate bandana (red),Essential pirate wear.,7124,100,Pirate bandana (red).png,40.0,150.0
60.0,True,Pirate bandana (white),Essential pirate wear.,7112,100,Pirate bandana (white).png,40.0,150.0
210.0,True,Pirate boots,Not for land lubbers.,7114,350,Pirate boots.png,140.0,150.0
1800.0,True,Pirate hat & patch,All I need now is a parrot.,12412,3000,Pirate hat & patch.png,1200.0,150.0
210.0,True,Pirate leggings (beige),A sea worthy pair of trousers.,7116,350,Pirate leggings (beige).png,140.0,150.0
210.0,True,Pirate leggings (blue),A sea worthy pair of trousers.,7132,350,Pirate leggings (blue).png,140.0,150.0
210.0,True,Pirate leggings (brown),A sea worthy pair of trousers.,7138,350,Pirate leggings (brown).png,140.0,150.0
210.0,True,Pirate leggings (red),A sea worthy pair of trousers.,7126,350,Pirate leggings (red).png,140.0,150.0
108.0,True,Pirate's hat,Shiver me timbers!,2651,180,Pirate's hat.png,72.0,4.0
53.0,True,Pirate's hook,You should see the shark...,2997,89,Pirate's hook.png,35.0,4.0
42.0,True,Piscarilius banner,A stained glass banner displaying the sigil of house Piscarilius.,20260,70,Piscarilius banner.png,28.0,4.0
1.0,True,Piscarilius hood,A rare hood from Piscarilius.,20122,1,Piscarilius hood.png,1.0,4.0
6000.0,True,Piscarilius scarf,A blue scarf adorned with a sea shell.,19952,10000,Piscarilius scarf.png,4000.0,4.0
6.0,True,Piscatoris teleport,Teleports you to Piscatoris.,12408,10,Piscatoris teleport.png,4.0,10000.0
516.0,True,Pith helmet,Official explorer headgear!,12516,860,Pith helmet.png,344.0,4.0
6.0,True,Pitta bread,Nicely baked pitta bread. Needs more ingredients to make a kebab.,1865,10,Pitta bread.png,4.0,11000.0
2.0,False,Pizza base,I need to add some tomato next.,2283,4,Pizza base.png,1.0,11000.0
24.0,False,Plain pizza,A cheese and tomato pizza.,2289,40,Plain pizza.png,16.0,10000.0
1.0,False,Plank,A plank of wood!,960,1,Plank.png,1.0,13000.0
24.0,True,Plant cure,Use this on plants to cure disease.,6036,40,Plant cure.png,16.0,2000.0
1.0,False,Poison (item),This stuff looks nasty.,273,1,Poison (item).png,1.0,15.0
12.0,True,Poison chalice,A cup of a strange brew...,197,20,Poison chalice.png,8.0,2000.0
39.0,True,Poison ivy berries,"They look sweet and juicy, but only a fool would eat them.",6018,65,Poison ivy berries.png,26.0,11000.0
99.0,True,Poison ivy seed,A poison ivy bush seed - plant in a bush patch.,5106,166,Poison ivy seed 5.png,66.0,200.0
12.0,True,Polar camo legs,These should make me harder to spot in polar areas.,10067,20,Polar camo legs.png,8.0,150.0
12.0,True,Polar camo top,This should make me harder to spot in polar areas.,10065,20,Polar camo top.png,8.0,150.0
6.0,True,Polar kebbit fur,A thick fur for a cold climate.,10117,10,Polar kebbit fur.png,4.0,100.0
1.0,True,Polished buttons,Shiny!,10496,1,Polished buttons.png,1.0,15.0
1.0,False,Pot,This pot is empty.,1931,1,Pot.png,1.0,13000.0
9.0,True,Pot lid,This should fit on a normal-sized pot.,4440,15,Pot lid.png,6.0,15.0
6.0,True,Pot of cornflour,It's cornflour in a pot.,7468,10,Pot of cornflour.png,4.0,15.0
1.0,True,Pot of cream,Fresh cream.,2130,2,Pot of cream.png,1.0,13000.0
6.0,False,Pot of flour,There is flour in this pot.,1933,10,Pot of flour.png,4.0,13000.0
1.0,False,Potato,This could be used to make a good stew.,1942,1,Potato.png,1.0,13000.0
1.0,True,Potato cactus,How am I supposed to eat that?!,3138,1,Potato cactus.png,1.0,11000.0
84.0,True,Potato cactus seed,A Potato cactus seed - plant in a cactus patch.,22873,140,Potato cactus seed 5.png,56.0,200.0
1.0,True,Potato seed,A potato seed - plant in an allotment.,5318,2,Potato seed 5.png,1.0,600.0
4.0,True,Potato with butter,A baked potato with butter.,6703,8,Potato with butter.png,3.0,13000.0
4.0,True,Potato with cheese,A baked potato with butter and cheese.,6705,8,Potato with cheese.png,3.0,13000.0
1.0,True,Potatoes(10),There are 10 potatoes in this sack.,5438,1,Potatoes(10).png,1.0,600.0
6.0,True,Pottery scarab,Little ornament in the shape of a scarab.,9032,10,Pottery scarab.png,4.0,13000.0
6.0,True,Pottery statuette,A small statuette.,9036,10,Pottery statuette.png,4.0,13000.0
1.0,True,Powdered pollen,Carefully processed pollen that might make bees friendly.,28190,1,Powdered pollen.png,1.0,
45.0,True,Prayer mix(1),One dose of fishy Prayer potion.,11467,76,Prayer mix(1).png,30.0,2000.0
68.0,True,Prayer mix(2),Two doses of fishy Prayer potion.,11465,114,Prayer mix(2).png,45.0,2000.0
45.0,True,Prayer potion(1),1 dose of Prayer restore potion.,143,76,Prayer potion(1).png,30.0,2000.0
68.0,True,Prayer potion(2),2 doses of Prayer restore potion.,141,114,Prayer potion(2).png,45.0,2000.0
91.0,True,Prayer potion(3),3 doses of Prayer restore potion.,139,152,Prayer potion(3).png,60.0,2000.0
114.0,True,Prayer potion(4),4 doses of Prayer restore  potion.,2434,190,Prayer potion(4).png,76.0,2000.0
18.0,True,Premade blurb' sp.,A premade Blurberry Special,2028,30,Premade blurb' sp..png,12.0,2000.0
72.0,True,Premade c+t batta,A Premade Cheese and Tomato Batta.,2223,120,Premade c+t batta.png,48.0,6000.0
51.0,True,Premade ch' crunch,Some Premade chocchip crunchies.,2239,85,Premade ch' crunch.png,34.0,6000.0
96.0,True,Premade choc bomb,A premade Chocolate Bomb.,2229,160,Premade choc bomb.png,64.0,6000.0
18.0,True,Premade choc s'dy,A premade Chocolate Saturday.,2030,30,Premade choc s'dy.png,12.0,2000.0
18.0,True,Premade dr' dragon,A premade Drunk Dragon.,2032,30,Premade dr' dragon.png,12.0,2000.0
18.0,True,Premade fr' blast,A premade Fruit Blast.,2034,30,Premade fr' blast.png,12.0,2000.0
72.0,True,Premade fr't batta,A premade Fruit Batta.,2225,120,Premade fr't batta.png,48.0,6000.0
18.0,True,Premade p' punch,A premade Pineapple punch.,2036,30,Premade p' punch.png,12.0,2000.0
51.0,True,Premade s'y crunch,Some premade Spicy Crunchies.,2241,85,Premade s'y crunch.png,34.0,6000.0
18.0,True,Premade sgg,A premade Short Green Guy.,2038,30,Premade sgg.png,12.0,2000.0
72.0,True,Premade t'd batta,A Premade Toad Batta.,2221,120,Premade t'd batta.png,48.0,6000.0
51.0,True,Premade t'd crunch,Some premade Toad Crunchies.,2243,85,Premade t'd crunch.png,34.0,6000.0
96.0,True,Premade ttl,A premade Tangled Toads Legs.,2231,160,Premade ttl.png,64.0,6000.0
90.0,True,Premade veg ball,A premade Vegetable Ball.,2235,150,Premade veg ball.png,60.0,6000.0
72.0,True,Premade veg batta,A Premade Vegetable Batta.,2227,120,Premade veg batta.png,48.0,6000.0
72.0,True,Premade w'm batta,A premade Worm Batta.,2219,120,Premade w'm batta.png,48.0,6000.0
51.0,True,Premade w'm crun',Some Premade Worm Crunchies.,2237,85,Premade w'm crun'.png,34.0,6000.0
18.0,True,Premade wiz blz'd,A Premade Wizard Blizzard.,2040,30,Premade wiz blz'd.png,12.0,2000.0
90.0,True,Premade worm hole,A premade Worm Hole.,2233,150,Premade worm hole.png,60.0,6000.0
3.0,False,Priest gown (bottom),Bottom half of a priest suit.,428,5,Priest gown (bottom).png,2.0,150.0
3.0,False,Priest gown (top),Top half of a priest suit.,426,5,Priest gown (top).png,2.0,150.0
45000.0,True,Primordial boots,A pair of upgraded dragon boots.,13239,75000,Primordial boots.png,30000.0,15.0
27000.0,True,Primordial crystal,A powerful crystal of strength.,13231,45000,Primordial crystal.png,18000.0,15.0
3.0,True,Proboscis,"A giant mosquito's proboscis, aerodynamic and sharp!",6319,5,Proboscis 1000.png,2.0,100.0
6000.0,True,Proselyte cuisse,A Proselyte Temple Knight's leg armour.,9676,10000,Proselyte cuisse.png,4000.0,70.0
15000.0,True,Proselyte harness f,Proselyte level armour pack.,9670,25000,Proselyte harness f.png,10000.0,70.0
15000.0,True,Proselyte harness m,Proselyte level armour pack.,9666,25000,Proselyte harness m.png,10000.0,70.0
7200.0,True,Proselyte hauberk,A Proselyte Temple Knight's armour.,9674,12000,Proselyte hauberk.png,4800.0,70.0
4800.0,True,Proselyte sallet,A Proselyte Temple Knight's helm.,9672,8000,Proselyte sallet.png,3200.0,70.0
